,s1,s2,s3,s4,s5,total,obtained,percentage,grade
27163,67,66,64,64,66,500,327,65.4,B
27164,62,68,63,67,62,500,322,64.4,B
27165,65,62,62,66,66,500,321,64.2,B
27166,60,68,62,66,67,500,323,64.60000000000001,B
27167,64,60,63,67,66,500,320,64.0,B
27168,62,66,66,63,63,500,320,64.0,B
27169,63,68,68,62,62,500,323,64.60000000000001,B
27170,63,66,64,63,63,500,319,63.800000000000004,B
27171,63,63,68,62,60,500,316,63.2,B
27172,67,62,66,67,60,500,322,64.4,B
27173,66,66,60,66,65,500,323,64.60000000000001,B
27174,68,62,64,60,66,500,320,64.0,B
27175,68,61,65,60,61,500,315,63.0,B
27176,65,62,65,61,64,500,317,63.4,B
27177,60,68,65,66,66,500,325,65.0,B
27178,62,68,62,67,68,500,327,65.4,B
27179,63,63,68,68,62,500,324,64.8,B
27180,62,63,67,64,68,500,324,64.8,B
27181,67,61,64,67,61,500,320,64.0,B
27182,62,62,67,63,62,500,316,63.2,B
27183,67,62,61,61,62,500,313,62.6,B
27184,67,60,61,63,62,500,313,62.6,B
27185,68,65,60,61,62,500,316,63.2,B
27186,67,63,63,66,60,500,319,63.800000000000004,B
27187,65,63,68,65,68,500,329,65.8,B
27188,66,64,62,64,60,500,316,63.2,B
27189,65,63,67,66,68,500,329,65.8,B
27190,68,68,60,61,62,500,319,63.800000000000004,B
27191,60,67,65,62,68,500,322,64.4,B
27192,64,60,62,65,66,500,317,63.4,B
27193,60,66,65,62,67,500,320,64.0,B
27194,66,66,60,60,65,500,317,63.4,B
27195,67,62,62,68,66,500,325,65.0,B
27196,63,68,62,68,63,500,324,64.8,B
27197,67,63,60,66,65,500,321,64.2,B
27198,64,65,67,64,68,500,328,65.60000000000001,B
27199,60,66,63,66,65,500,320,64.0,B
27200,63,67,64,68,62,500,324,64.8,B
27201,66,64,68,65,62,500,325,65.0,B
27202,66,67,61,68,61,500,323,64.60000000000001,B
27203,60,66,66,60,68,500,320,64.0,B
27204,64,64,64,61,68,500,321,64.2,B
27205,63,67,68,64,67,500,329,65.8,B
27206,62,60,60,63,64,500,309,61.8,B
27207,67,66,62,60,65,500,320,64.0,B
27208,66,65,64,60,61,500,316,63.2,B
27209,65,67,68,62,65,500,327,65.4,B
27210,63,60,66,60,66,500,315,63.0,B
27211,67,67,68,61,67,500,330,66.0,B
27212,63,65,68,60,62,500,318,63.6,B
27213,61,60,63,62,62,500,308,61.6,B
27214,64,61,63,67,66,500,321,64.2,B
27215,66,67,68,66,64,500,331,66.2,B
27216,61,63,64,61,64,500,313,62.6,B
27217,67,67,65,64,63,500,326,65.2,B
27218,63,65,67,66,66,500,327,65.4,B
27219,62,61,67,68,60,500,318,63.6,B
27220,63,68,66,62,62,500,321,64.2,B
27221,65,68,60,68,67,500,328,65.60000000000001,B
27222,63,60,60,66,68,500,317,63.4,B
27223,62,64,65,67,61,500,319,63.800000000000004,B
27224,65,64,66,64,63,500,322,64.4,B
27225,65,67,63,66,68,500,329,65.8,B
27226,64,60,63,65,65,500,317,63.4,B
27227,67,62,68,61,64,500,322,64.4,B
27228,65,60,65,62,60,500,312,62.4,B
27229,67,61,63,65,63,500,319,63.800000000000004,B
27230,63,65,63,62,63,500,316,63.2,B
27231,67,64,67,61,63,500,322,64.4,B
27232,60,67,61,63,65,500,316,63.2,B
27233,65,61,62,68,61,500,317,63.4,B
27234,62,63,67,62,66,500,320,64.0,B
27235,60,68,67,68,64,500,327,65.4,B
27236,61,60,64,62,66,500,313,62.6,B
27237,62,61,65,68,64,500,320,64.0,B
27238,62,68,65,61,64,500,320,64.0,B
27239,60,63,61,64,65,500,313,62.6,B
27240,60,66,62,63,65,500,316,63.2,B
27241,61,65,67,63,64,500,320,64.0,B
27242,68,63,68,68,60,500,327,65.4,B
27243,67,61,63,66,61,500,318,63.6,B
27244,65,65,60,67,67,500,324,64.8,B
27245,64,67,63,62,60,500,316,63.2,B
27246,67,64,60,65,62,500,318,63.6,B
27247,64,65,62,66,63,500,320,64.0,B
27248,61,65,66,64,67,500,323,64.60000000000001,B
27249,63,65,68,65,63,500,324,64.8,B
27250,60,67,64,62,62,500,315,63.0,B
27251,68,67,62,63,64,500,324,64.8,B
27252,60,64,65,63,64,500,316,63.2,B
27253,62,61,64,63,68,500,318,63.6,B
27254,64,66,66,62,61,500,319,63.800000000000004,B
27255,65,67,60,61,62,500,315,63.0,B
27256,60,60,68,68,63,500,319,63.800000000000004,B
27257,67,60,66,66,68,500,327,65.4,B
27258,61,65,60,63,62,500,311,62.2,B
27259,62,66,61,68,60,500,317,63.4,B
27260,65,65,67,62,61,500,320,64.0,B
27261,65,68,62,61,67,500,323,64.60000000000001,B
27262,66,65,64,62,62,500,319,63.800000000000004,B
27263,63,61,62,68,60,500,314,62.8,B
27264,62,64,63,62,62,500,313,62.6,B
27265,61,65,65,63,63,500,317,63.4,B
27266,63,64,61,61,62,500,311,62.2,B
27267,67,64,62,63,62,500,318,63.6,B
27268,60,63,62,62,66,500,313,62.6,B
27269,63,62,68,60,68,500,321,64.2,B
27270,64,65,62,62,66,500,319,63.800000000000004,B
27271,68,60,61,61,67,500,317,63.4,B
27272,62,61,67,65,63,500,318,63.6,B
27273,60,60,66,66,68,500,320,64.0,B
27274,61,67,64,62,61,500,315,63.0,B
27275,63,64,60,68,68,500,323,64.60000000000001,B
27276,68,64,68,60,61,500,321,64.2,B
27277,65,66,66,63,61,500,321,64.2,B
27278,64,61,63,68,65,500,321,64.2,B
27279,67,65,62,68,64,500,326,65.2,B
27280,64,62,65,61,63,500,315,63.0,B
27281,60,63,64,64,67,500,318,63.6,B
27282,68,60,66,68,68,500,330,66.0,B
27283,60,61,65,64,60,500,310,62.0,B
27284,62,67,60,67,66,500,322,64.4,B
27285,61,65,62,64,63,500,315,63.0,B
27286,60,62,66,65,68,500,321,64.2,B
27287,68,66,60,61,62,500,317,63.4,B
27288,65,66,68,68,68,500,335,67.0,B
27289,63,68,63,67,62,500,323,64.60000000000001,B
27290,66,68,60,64,62,500,320,64.0,B
27291,67,66,66,64,66,500,329,65.8,B
27292,68,60,64,61,66,500,319,63.800000000000004,B
27293,61,68,66,63,60,500,318,63.6,B
27294,60,67,68,62,68,500,325,65.0,B
27295,63,60,60,64,68,500,315,63.0,B
27296,64,67,64,64,65,500,324,64.8,B
27297,60,64,66,61,65,500,316,63.2,B
27298,60,60,61,64,63,500,308,61.6,B
27299,62,67,64,62,67,500,322,64.4,B
27300,62,63,68,68,65,500,326,65.2,B
27301,68,67,60,61,64,500,320,64.0,B
27302,62,63,63,61,60,500,309,61.8,B
27303,61,62,66,60,60,500,309,61.8,B
27304,62,62,61,67,63,500,315,63.0,B
27305,66,67,60,68,64,500,325,65.0,B
27306,66,66,67,68,61,500,328,65.60000000000001,B
27307,64,60,64,63,63,500,314,62.8,B
27308,64,65,60,61,60,500,310,62.0,B
27309,60,62,68,61,60,500,311,62.2,B
27310,64,62,65,66,64,500,321,64.2,B
27311,63,66,60,66,61,500,316,63.2,B
27312,66,65,61,68,64,500,324,64.8,B
27313,65,64,67,60,61,500,317,63.4,B
27314,66,67,67,61,64,500,325,65.0,B
27315,67,68,61,68,66,500,330,66.0,B
27316,60,64,60,63,60,500,307,61.4,B
27317,66,64,63,67,63,500,323,64.60000000000001,B
27318,68,64,63,60,66,500,321,64.2,B
27319,68,68,67,64,68,500,335,67.0,B
27320,60,65,62,64,64,500,315,63.0,B
27321,60,68,61,61,63,500,313,62.6,B
27322,62,63,63,63,67,500,318,63.6,B
27323,60,68,65,60,67,500,320,64.0,B
27324,66,66,61,62,61,500,316,63.2,B
27325,60,67,65,68,66,500,326,65.2,B
27326,61,67,60,66,66,500,320,64.0,B
27327,62,63,61,64,65,500,315,63.0,B
27328,61,64,63,64,68,500,320,64.0,B
27329,60,66,61,65,66,500,318,63.6,B
27330,62,67,62,60,65,500,316,63.2,B
27331,63,67,60,68,61,500,319,63.800000000000004,B
27332,62,61,61,62,62,500,308,61.6,B
27333,65,61,60,67,65,500,318,63.6,B
27334,67,67,62,66,65,500,327,65.4,B
27335,62,63,68,68,66,500,327,65.4,B
27336,67,65,65,66,61,500,324,64.8,B
27337,67,66,64,67,64,500,328,65.60000000000001,B
27338,68,60,66,60,68,500,322,64.4,B
27339,66,64,67,62,60,500,319,63.800000000000004,B
27340,63,68,65,60,67,500,323,64.60000000000001,B
27341,67,65,66,64,65,500,327,65.4,B
27342,63,61,67,61,62,500,314,62.8,B
27343,61,61,60,68,68,500,318,63.6,B
27344,65,62,60,60,61,500,308,61.6,B
27345,61,61,68,64,66,500,320,64.0,B
27346,63,66,63,60,61,500,313,62.6,B
27347,68,66,63,62,62,500,321,64.2,B
27348,62,64,60,61,65,500,312,62.4,B
27349,66,63,67,68,66,500,330,66.0,B
27350,61,66,62,64,61,500,314,62.8,B
27351,64,65,65,60,66,500,320,64.0,B
27352,65,68,63,64,68,500,328,65.60000000000001,B
27353,63,63,60,63,67,500,316,63.2,B
27354,61,65,64,64,63,500,317,63.4,B
27355,67,62,63,66,63,500,321,64.2,B
27356,68,62,67,65,63,500,325,65.0,B
27357,68,66,63,62,62,500,321,64.2,B
27358,60,60,63,64,67,500,314,62.8,B
27359,62,63,62,66,64,500,317,63.4,B
27360,62,64,62,62,68,500,318,63.6,B
27361,68,68,68,68,62,500,334,66.8,B
27362,66,63,64,60,67,500,320,64.0,B
27363,65,67,62,60,68,500,322,64.4,B
27364,60,60,64,60,60,500,304,60.8,B
27365,60,66,66,62,63,500,317,63.4,B
27366,61,64,66,60,63,500,314,62.8,B
27367,68,66,68,62,64,500,328,65.60000000000001,B
27368,65,65,60,62,60,500,312,62.4,B
27369,65,68,67,68,61,500,329,65.8,B
27370,67,68,60,64,62,500,321,64.2,B
27371,61,61,64,63,60,500,309,61.8,B
27372,62,66,68,64,65,500,325,65.0,B
27373,60,64,67,64,65,500,320,64.0,B
27374,67,64,66,68,62,500,327,65.4,B
27375,64,60,67,63,67,500,321,64.2,B
27376,65,65,61,60,67,500,318,63.6,B
27377,68,65,62,61,68,500,324,64.8,B
27378,62,67,60,64,67,500,320,64.0,B
27379,63,64,60,64,65,500,316,63.2,B
27380,68,67,64,64,65,500,328,65.60000000000001,B
27381,63,61,66,68,60,500,318,63.6,B
27382,64,62,68,63,65,500,322,64.4,B
27383,64,63,62,63,66,500,318,63.6,B
27384,64,63,67,60,62,500,316,63.2,B
27385,68,67,65,60,67,500,327,65.4,B
27386,64,61,62,62,64,500,313,62.6,B
27387,60,60,62,61,64,500,307,61.4,B
27388,65,66,62,64,64,500,321,64.2,B
27389,63,65,60,68,63,500,319,63.800000000000004,B
27390,60,66,64,66,60,500,316,63.2,B
27391,66,66,66,60,65,500,323,64.60000000000001,B
27392,64,60,62,64,62,500,312,62.4,B
27393,61,66,65,60,65,500,317,63.4,B
27394,63,61,60,62,62,500,308,61.6,B
27395,62,66,64,64,64,500,320,64.0,B
27396,67,65,64,60,65,500,321,64.2,B
27397,63,63,63,67,60,500,316,63.2,B
27398,67,63,66,62,64,500,322,64.4,B
27399,67,60,61,68,65,500,321,64.2,B
27400,61,60,63,60,65,500,309,61.8,B
27401,63,60,65,61,66,500,315,63.0,B
27402,61,64,62,68,63,500,318,63.6,B
27403,66,62,60,64,65,500,317,63.4,B
27404,60,61,63,64,68,500,316,63.2,B
27405,62,61,62,60,60,500,305,61.0,B
27406,62,66,61,60,63,500,312,62.4,B
27407,63,64,67,68,67,500,329,65.8,B
27408,63,65,63,61,62,500,314,62.8,B
27409,60,65,68,64,60,500,317,63.4,B
27410,68,64,66,62,68,500,328,65.60000000000001,B
27411,65,64,64,63,62,500,318,63.6,B
27412,67,62,63,61,66,500,319,63.800000000000004,B
27413,68,60,64,60,66,500,318,63.6,B
27414,68,60,67,62,65,500,322,64.4,B
27415,61,60,62,64,60,500,307,61.4,B
27416,62,66,62,64,66,500,320,64.0,B
27417,64,64,60,60,60,500,308,61.6,B
27418,65,62,65,65,61,500,318,63.6,B
27419,62,61,63,66,66,500,318,63.6,B
27420,62,68,61,62,66,500,319,63.800000000000004,B
27421,61,61,63,60,64,500,309,61.8,B
27422,62,68,68,65,67,500,330,66.0,B
27423,60,66,62,65,63,500,316,63.2,B
27424,66,66,66,61,61,500,320,64.0,B
27425,64,61,67,60,61,500,313,62.6,B
27426,66,61,66,66,60,500,319,63.800000000000004,B
27427,64,68,62,66,65,500,325,65.0,B
27428,62,66,64,66,62,500,320,64.0,B
27429,66,64,62,65,66,500,323,64.60000000000001,B
27430,66,67,60,65,66,500,324,64.8,B
27431,63,61,68,68,67,500,327,65.4,B
27432,65,60,65,68,62,500,320,64.0,B
27433,62,64,63,67,62,500,318,63.6,B
27434,67,61,66,63,64,500,321,64.2,B
27435,61,66,62,65,61,500,315,63.0,B
27436,61,68,60,67,63,500,319,63.800000000000004,B
27437,65,61,61,68,67,500,322,64.4,B
27438,62,66,65,62,63,500,318,63.6,B
27439,61,65,60,67,63,500,316,63.2,B
27440,64,68,67,65,68,500,332,66.4,B
27441,65,65,65,64,64,500,323,64.60000000000001,B
27442,62,65,67,61,68,500,323,64.60000000000001,B
27443,63,67,68,60,60,500,318,63.6,B
27444,68,67,64,61,67,500,327,65.4,B
27445,61,60,67,60,65,500,313,62.6,B
27446,61,67,61,64,68,500,321,64.2,B
27447,60,60,61,66,60,500,307,61.4,B
27448,65,63,63,63,63,500,317,63.4,B
27449,65,61,67,65,66,500,324,64.8,B
27450,62,66,64,68,60,500,320,64.0,B
27451,66,68,63,67,66,500,330,66.0,B
27452,68,64,63,61,64,500,320,64.0,B
27453,68,65,63,62,60,500,318,63.6,B
27454,62,63,61,67,61,500,314,62.8,B
27455,67,63,62,60,62,500,314,62.8,B
27456,60,68,66,66,63,500,323,64.60000000000001,B
27457,68,66,63,63,63,500,323,64.60000000000001,B
27458,64,61,61,67,68,500,321,64.2,B
27459,66,62,65,63,63,500,319,63.800000000000004,B
27460,67,60,60,62,62,500,311,62.2,B
27461,60,67,68,60,61,500,316,63.2,B
27462,62,68,68,65,61,500,324,64.8,B
27463,68,63,68,61,60,500,320,64.0,B
27464,65,61,64,65,66,500,321,64.2,B
27465,66,63,65,60,65,500,319,63.800000000000004,B
27466,63,60,63,65,66,500,317,63.4,B
27467,66,63,68,66,64,500,327,65.4,B
27468,62,67,62,60,65,500,316,63.2,B
27469,60,67,68,61,63,500,319,63.800000000000004,B
27470,66,63,62,60,65,500,316,63.2,B
27471,64,63,64,67,62,500,320,64.0,B
27472,63,63,60,64,61,500,311,62.2,B
27473,64,67,61,67,61,500,320,64.0,B
27474,62,61,66,68,67,500,324,64.8,B
27475,61,65,62,64,63,500,315,63.0,B
27476,61,64,63,64,64,500,316,63.2,B
27477,65,64,61,64,62,500,316,63.2,B
27478,61,67,60,65,61,500,314,62.8,B
27479,62,66,63,60,64,500,315,63.0,B
27480,63,67,60,66,64,500,320,64.0,B
27481,63,60,62,67,68,500,320,64.0,B
27482,64,62,67,68,64,500,325,65.0,B
27483,61,65,63,61,65,500,315,63.0,B
27484,62,67,68,61,64,500,322,64.4,B
27485,68,68,60,61,65,500,322,64.4,B
27486,68,66,63,66,63,500,326,65.2,B
27487,61,62,64,66,60,500,313,62.6,B
27488,60,60,63,65,63,500,311,62.2,B
27489,63,67,64,64,66,500,324,64.8,B
27490,60,60,61,61,66,500,308,61.6,B
27491,68,61,63,67,61,500,320,64.0,B
27492,67,63,67,60,64,500,321,64.2,B
27493,64,65,63,67,62,500,321,64.2,B
27494,63,65,63,62,62,500,315,63.0,B
27495,61,60,61,63,60,500,305,61.0,B
27496,60,65,66,61,65,500,317,63.4,B
27497,68,60,68,67,61,500,324,64.8,B
27498,60,66,61,68,65,500,320,64.0,B
27499,67,67,62,65,65,500,326,65.2,B
27500,61,60,60,63,68,500,312,62.4,B
27501,63,67,63,64,65,500,322,64.4,B
27502,63,65,63,62,61,500,314,62.8,B
27503,68,68,60,63,65,500,324,64.8,B
27504,68,63,60,60,64,500,315,63.0,B
27505,66,68,61,65,63,500,323,64.60000000000001,B
27506,62,60,67,60,61,500,310,62.0,B
27507,62,60,61,67,66,500,316,63.2,B
27508,66,68,67,66,68,500,335,67.0,B
27509,68,68,64,68,65,500,333,66.60000000000001,B
27510,66,60,61,64,60,500,311,62.2,B
27511,62,67,65,64,65,500,323,64.60000000000001,B
27512,63,67,65,66,65,500,326,65.2,B
27513,68,61,64,67,68,500,328,65.60000000000001,B
27514,62,67,66,68,63,500,326,65.2,B
27515,64,68,64,61,67,500,324,64.8,B
27516,60,67,60,61,64,500,312,62.4,B
27517,60,63,68,67,61,500,319,63.800000000000004,B
27518,64,61,64,68,61,500,318,63.6,B
27519,68,66,68,62,66,500,330,66.0,B
27520,60,62,62,66,63,500,313,62.6,B
27521,61,61,63,64,62,500,311,62.2,B
27522,64,62,66,63,63,500,318,63.6,B
27523,62,67,65,60,66,500,320,64.0,B
27524,62,68,61,63,68,500,322,64.4,B
27525,61,64,66,67,66,500,324,64.8,B
27526,63,60,64,67,68,500,322,64.4,B
27527,68,67,62,68,62,500,327,65.4,B
27528,68,64,65,63,67,500,327,65.4,B
27529,63,66,61,65,60,500,315,63.0,B
27530,68,61,66,61,66,500,322,64.4,B
27531,63,67,65,66,65,500,326,65.2,B
27532,64,63,66,67,61,500,321,64.2,B
27533,63,60,68,64,60,500,315,63.0,B
27534,64,64,61,68,60,500,317,63.4,B
27535,65,60,64,63,65,500,317,63.4,B
27536,64,68,60,62,63,500,317,63.4,B
27537,63,61,64,65,61,500,314,62.8,B
27538,68,62,66,66,66,500,328,65.60000000000001,B
27539,67,68,66,68,66,500,335,67.0,B
27540,64,67,67,65,61,500,324,64.8,B
27541,64,61,66,66,64,500,321,64.2,B
27542,61,60,65,63,66,500,315,63.0,B
27543,63,61,66,68,66,500,324,64.8,B
27544,65,62,67,60,68,500,322,64.4,B
27545,61,67,62,64,67,500,321,64.2,B
27546,60,63,67,61,68,500,319,63.800000000000004,B
27547,63,60,61,62,64,500,310,62.0,B
27548,64,63,62,63,64,500,316,63.2,B
27549,63,67,62,62,62,500,316,63.2,B
27550,62,61,62,62,60,500,307,61.4,B
27551,67,60,64,68,68,500,327,65.4,B
27552,68,66,64,68,68,500,334,66.8,B
27553,66,60,60,64,62,500,312,62.4,B
27554,61,68,65,63,60,500,317,63.4,B
27555,63,63,68,65,60,500,319,63.800000000000004,B
27556,65,68,61,64,61,500,319,63.800000000000004,B
27557,65,60,61,62,65,500,313,62.6,B
27558,68,60,60,67,64,500,319,63.800000000000004,B
27559,63,65,66,60,61,500,315,63.0,B
27560,62,66,64,60,62,500,314,62.8,B
27561,67,64,62,65,67,500,325,65.0,B
27562,64,63,65,61,67,500,320,64.0,B
27563,62,62,67,64,65,500,320,64.0,B
27564,66,66,68,63,64,500,327,65.4,B
27565,60,65,63,60,65,500,313,62.6,B
27566,68,62,61,67,68,500,326,65.2,B
27567,68,60,65,66,64,500,323,64.60000000000001,B
27568,62,68,66,68,68,500,332,66.4,B
27569,64,64,68,68,63,500,327,65.4,B
27570,62,66,67,62,66,500,323,64.60000000000001,B
27571,65,68,68,61,63,500,325,65.0,B
27572,64,63,63,65,62,500,317,63.4,B
27573,65,64,65,60,67,500,321,64.2,B
27574,65,68,61,61,68,500,323,64.60000000000001,B
27575,66,65,67,67,66,500,331,66.2,B
27576,67,60,60,67,61,500,315,63.0,B
27577,63,63,67,64,60,500,317,63.4,B
27578,62,63,68,66,61,500,320,64.0,B
27579,61,67,67,66,61,500,322,64.4,B
27580,67,68,67,64,64,500,330,66.0,B
27581,67,62,66,64,65,500,324,64.8,B
27582,61,62,64,63,60,500,310,62.0,B
27583,65,64,61,60,61,500,311,62.2,B
27584,65,63,63,68,68,500,327,65.4,B
27585,60,66,60,65,65,500,316,63.2,B
27586,60,61,63,67,65,500,316,63.2,B
27587,63,62,61,67,63,500,316,63.2,B
27588,60,62,63,66,66,500,317,63.4,B
27589,61,67,64,66,62,500,320,64.0,B
27590,64,63,67,66,62,500,322,64.4,B
27591,68,63,68,68,67,500,334,66.8,B
27592,66,68,62,61,66,500,323,64.60000000000001,B
27593,62,63,60,60,60,500,305,61.0,B
27594,65,61,62,68,67,500,323,64.60000000000001,B
27595,65,64,65,60,68,500,322,64.4,B
27596,68,60,64,63,65,500,320,64.0,B
27597,64,66,61,60,68,500,319,63.800000000000004,B
27598,66,66,63,64,66,500,325,65.0,B
27599,65,60,63,68,67,500,323,64.60000000000001,B
27600,61,65,67,68,62,500,323,64.60000000000001,B
27601,67,67,62,61,61,500,318,63.6,B
27602,65,60,63,64,66,500,318,63.6,B
27603,66,68,68,64,66,500,332,66.4,B
27604,62,62,65,67,60,500,316,63.2,B
27605,61,68,64,66,61,500,320,64.0,B
27606,66,60,61,67,64,500,318,63.6,B
27607,61,63,67,68,68,500,327,65.4,B
27608,62,61,65,65,61,500,314,62.8,B
27609,60,64,63,61,62,500,310,62.0,B
27610,63,61,63,68,64,500,319,63.800000000000004,B
27611,60,66,63,65,60,500,314,62.8,B
27612,61,63,64,65,66,500,319,63.800000000000004,B
27613,65,62,65,67,60,500,319,63.800000000000004,B
27614,64,60,64,67,64,500,319,63.800000000000004,B
27615,60,61,66,68,61,500,316,63.2,B
27616,60,63,60,64,60,500,307,61.4,B
27617,65,62,66,60,64,500,317,63.4,B
27618,62,60,65,60,64,500,311,62.2,B
27619,68,60,61,64,67,500,320,64.0,B
27620,62,63,62,68,62,500,317,63.4,B
27621,63,66,64,60,66,500,319,63.800000000000004,B
27622,66,60,62,68,63,500,319,63.800000000000004,B
27623,64,66,61,61,65,500,317,63.4,B
27624,67,62,65,68,67,500,329,65.8,B
27625,64,63,68,65,61,500,321,64.2,B
27626,67,63,61,64,65,500,320,64.0,B
27627,60,68,62,67,66,500,323,64.60000000000001,B
27628,61,65,62,66,64,500,318,63.6,B
27629,65,63,66,63,66,500,323,64.60000000000001,B
27630,62,67,65,66,65,500,325,65.0,B
27631,60,65,63,64,63,500,315,63.0,B
27632,62,66,63,67,68,500,326,65.2,B
27633,60,63,62,60,62,500,307,61.4,B
27634,61,65,61,68,68,500,323,64.60000000000001,B
27635,60,61,60,62,60,500,303,60.6,B
27636,66,65,67,65,66,500,329,65.8,B
27637,68,60,60,65,63,500,316,63.2,B
27638,67,67,67,62,61,500,324,64.8,B
27639,63,65,63,65,66,500,322,64.4,B
27640,66,60,68,65,61,500,320,64.0,B
27641,64,61,63,67,65,500,320,64.0,B
27642,65,61,63,67,65,500,321,64.2,B
27643,62,65,61,62,67,500,317,63.4,B
27644,63,64,60,63,60,500,310,62.0,B
27645,64,61,64,68,62,500,319,63.800000000000004,B
27646,63,67,68,62,63,500,323,64.60000000000001,B
27647,66,61,63,63,62,500,315,63.0,B
27648,67,66,66,63,65,500,327,65.4,B
27649,64,60,65,62,64,500,315,63.0,B
27650,65,62,61,61,64,500,313,62.6,B
27651,68,67,62,68,68,500,333,66.60000000000001,B
27652,62,66,68,63,62,500,321,64.2,B
27653,61,66,67,68,63,500,325,65.0,B
27654,68,67,67,63,62,500,327,65.4,B
27655,67,61,63,68,67,500,326,65.2,B
27656,63,64,67,62,65,500,321,64.2,B
27657,60,64,68,60,61,500,313,62.6,B
27658,65,64,62,65,63,500,319,63.800000000000004,B
27659,68,63,61,63,60,500,315,63.0,B
27660,61,62,67,60,66,500,316,63.2,B
27661,61,66,64,66,67,500,324,64.8,B
27662,68,60,60,65,66,500,319,63.800000000000004,B
27663,60,62,64,67,67,500,320,64.0,B
27664,63,68,68,60,63,500,322,64.4,B
27665,63,63,68,67,61,500,322,64.4,B
27666,62,62,64,67,65,500,320,64.0,B
27667,66,61,60,67,65,500,319,63.800000000000004,B
27668,61,66,64,68,61,500,320,64.0,B
27669,62,67,65,62,62,500,318,63.6,B
27670,63,67,64,62,63,500,319,63.800000000000004,B
27671,62,66,67,64,66,500,325,65.0,B
27672,65,68,63,65,64,500,325,65.0,B
27673,62,64,67,64,68,500,325,65.0,B
27674,68,62,62,67,68,500,327,65.4,B
27675,65,65,60,67,62,500,319,63.800000000000004,B
27676,65,67,63,60,67,500,322,64.4,B
27677,64,61,60,68,67,500,320,64.0,B
27678,68,65,68,68,61,500,330,66.0,B
27679,62,66,61,64,61,500,314,62.8,B
27680,68,63,65,65,65,500,326,65.2,B
27681,67,68,66,60,60,500,321,64.2,B
27682,64,67,64,63,65,500,323,64.60000000000001,B
27683,66,61,65,67,60,500,319,63.800000000000004,B
27684,67,61,60,64,60,500,312,62.4,B
27685,66,66,62,62,65,500,321,64.2,B
27686,60,64,65,65,67,500,321,64.2,B
27687,67,65,60,66,67,500,325,65.0,B
27688,68,68,61,61,64,500,322,64.4,B
27689,66,65,67,65,68,500,331,66.2,B
27690,67,62,60,63,66,500,318,63.6,B
27691,68,65,65,63,63,500,324,64.8,B
27692,65,62,66,61,62,500,316,63.2,B
27693,61,60,61,60,63,500,305,61.0,B
27694,67,63,67,65,62,500,324,64.8,B
27695,61,66,66,65,68,500,326,65.2,B
27696,60,63,67,67,63,500,320,64.0,B
27697,61,61,66,68,63,500,319,63.800000000000004,B
27698,65,62,66,60,67,500,320,64.0,B
27699,66,68,66,62,63,500,325,65.0,B
27700,67,60,62,65,66,500,320,64.0,B
27701,65,63,67,60,64,500,319,63.800000000000004,B
27702,67,66,67,65,66,500,331,66.2,B
27703,64,62,64,66,61,500,317,63.4,B
27704,62,62,67,62,61,500,314,62.8,B
27705,63,64,67,61,64,500,319,63.800000000000004,B
27706,64,62,60,61,68,500,315,63.0,B
27707,60,60,64,66,62,500,312,62.4,B
27708,62,68,68,62,60,500,320,64.0,B
27709,68,64,61,66,68,500,327,65.4,B
27710,68,61,66,68,61,500,324,64.8,B
27711,62,61,66,68,66,500,323,64.60000000000001,B
27712,63,65,62,68,65,500,323,64.60000000000001,B
27713,68,63,63,68,66,500,328,65.60000000000001,B
27714,65,66,63,65,60,500,319,63.800000000000004,B
27715,66,66,63,65,63,500,323,64.60000000000001,B
27716,65,68,62,66,67,500,328,65.60000000000001,B
27717,64,61,68,68,63,500,324,64.8,B
27718,66,62,66,67,68,500,329,65.8,B
27719,60,65,67,65,62,500,319,63.800000000000004,B
27720,60,65,64,66,62,500,317,63.4,B
27721,65,62,63,62,64,500,316,63.2,B
27722,60,64,67,67,68,500,326,65.2,B
27723,62,65,63,62,60,500,312,62.4,B
27724,67,66,64,65,65,500,327,65.4,B
27725,62,61,63,65,60,500,311,62.2,B
27726,63,62,60,60,65,500,310,62.0,B
27727,67,64,65,63,68,500,327,65.4,B
27728,63,61,61,62,64,500,311,62.2,B
27729,65,62,67,61,65,500,320,64.0,B
27730,63,68,62,63,68,500,324,64.8,B
27731,63,68,67,67,67,500,332,66.4,B
27732,63,60,65,66,63,500,317,63.4,B
27733,63,65,60,63,64,500,315,63.0,B
27734,66,60,62,62,62,500,312,62.4,B
27735,62,63,63,66,67,500,321,64.2,B
27736,64,60,64,64,64,500,316,63.2,B
27737,60,64,67,62,68,500,321,64.2,B
27738,60,68,62,64,62,500,316,63.2,B
27739,68,63,61,67,65,500,324,64.8,B
27740,62,65,64,64,68,500,323,64.60000000000001,B
27741,60,67,62,67,66,500,322,64.4,B
27742,60,61,62,68,62,500,313,62.6,B
27743,62,67,63,68,66,500,326,65.2,B
27744,68,61,63,66,67,500,325,65.0,B
27745,60,63,61,61,63,500,308,61.6,B
27746,68,64,61,61,67,500,321,64.2,B
27747,61,68,61,60,61,500,311,62.2,B
27748,62,64,67,63,62,500,318,63.6,B
27749,67,65,65,62,65,500,324,64.8,B
27750,63,64,64,60,62,500,313,62.6,B
27751,62,68,64,67,61,500,322,64.4,B
27752,64,62,68,61,64,500,319,63.800000000000004,B
27753,66,65,66,68,63,500,328,65.60000000000001,B
